cellID,City,County,Province,pig,dairy_yield,beef_cattle_yield,othercattle,poultry,sheep_goat_yield,horse,mule_donkey,rabbit,egg,milk_yield,management_fishery
53,果洛州,达日县,Qinghai,0,0.242382216,1.421862509,0,0,5.407552363,0.204473684,0.000735294,0.15,0,0.317942664,0
54,果洛州,久治县,Qinghai,0,0.375298081,2.69030749,0,0,2.054809547,0.204473684,0.000735294,0.15,0,0.492293839,0
55,果洛州,玛多县,Qinghai,0,0.196853577,0.754828103,0,0,4.696857476,0.204473684,0.000735294,0.15,0,0.258220887,0
56,海西州,冷湖,Qinghai,0,0,0,0,0,0,0.262164474,0.015257353,0.15,0,0,0
57,玉树州,玉树市,Qinghai,0.001149354,0.362347068,7.657937889,0,0,3.310875091,0.253157895,2.78E-16,0.15,0,0.475305466,0
58,玉树州,杂多县,Qinghai,0.001149354,0.793548869,3.755736017,0.00E+00,0,11.89467571,0.253157895,2.78E-16,0.15,0,1.0409305,0
59,玉树州,称多县,Qinghai,0.001149354,0.255252373,3.175812845,0,0,5.707288399,0.253157895,2.78E-16,0.15,0,0.334824976,0
60,玉树州,治多县,Qinghai,0.001149354,0.556509535,3.037590939,0,0,11.13601448,0.253157895,2.78E-16,0.15,0,0.729996313,0
61,玉树州,囊谦县,Qinghai,0.001149354,0.24290798,5.323271163,0,0,3.167123979,0.253157895,2.78E-16,0.15,0,0.31863233,0
62,玉树州,曲麻莱县,Qinghai,0.001149354,0.216465345,2.515967793,0,0,19.31797277,0.253157895,2.78E-16,0.15,0,0.283946445,0
63,菏泽,菏泽开发区,Shandong,0,0,0,0,0,0,0,0,0,0,0,0
64,菏泽,菏泽高新区,Shandong,0,0,0,0,0,0,0,0,0,0,0,0
65,济南,历下区,Shandong,0,0,0,0,0,0,0,0,4.42745,0,0,0
66,青岛,崂山区,Shandong,0,0,0,0,0,0.050229125,0,0,49.3024,0,0.007758446,6.709331524
67,潍坊,潍坊高新区,Shandong,0,0,0,0,0,0,0,0,0,0,0,0
68,烟台,烟台高新区,Shandong,0,0,0,0,0,0,0,0,1.00324,0,0,0
69,烟台,长岛县,Shandong,0.009539688,0.00237543,0.0047,0,0,0.0532,0,0,1.00324,0.001698679,0.006974456,42.77159998
70,上海,闵行区,Shanghai,0,0,0,0,3.074882679,0,0,0,0.5529,0.04612324,0,0
71,西安市,西安新城区,Shaanxi,0,0,0,0,0,0,0,0,0,0,0,0
72,西安市,碑林区,Shaanxi,0,0,0,0,0,0,0,0,0,0,0,0
73,西安市,莲湖区,Shaanxi,0,0,0,0,0,0,0,0,0,0,0,0
74,西安市,雁塔区,Shaanxi,0,0,0,0,0,0,0,0,0,0,0,0
75,咸阳市,渭城区,Shaanxi,0,0,0,0,0,0,0,0,0,0,0,0
76,阿坝藏族羌族自治州,阿坝县,Sichuan,0.013299994,3.852229961,8.674413474,0,0,6.243186755,1.31543871,0.324068344,0,0,2.291486812,0.00123182
77,阿坝藏族羌族自治州,若尔盖县,Sichuan,1.262799396,5.687715723,11.35720508,0.00E+00,0,59.55761025,2.247652777,0.553726379,0,0,3.383319715,0.002809608
78,阿坝藏族羌族自治州,红原县,Sichuan,0.061068393,5.12174913,10.11546826,0,0,1.93459477,1.813506926,0.446771243,0,0,3.046656276,7.81E-06
79,成都市,锦江区,Sichuan,0,0,0,0,0,0,0.001000398,0.000246456,0,0,0,0
80,成都市,青羊区,Sichuan,0,0,0,0,0,0,0.001000398,0.000246456,0,0,0,0
81,成都市,金牛区,Sichuan,0,0,0,0,0,0,0.001000398,0.000246456,0,0,0,0.006
82,成都市,武侯区,Sichuan,0,0,0,0,0,0,0.001000398,0.000246456,0,0,0,0
83,成都市,成华区,Sichuan,0,0,0,0,0,0,0.001000398,0.000246456,0,0,0,0
84,甘孜藏族自治州,道孚县,Sichuan,0.451999784,0.974014683,2.115802315,0,0,1.769167981,3.472384774,0.855448434,0,0,0.548040116,0.000588275
85,甘孜藏族自治州,炉霍县,Sichuan,0.216412107,1.115617362,3.140021239,0,0,5.527367734,1.183370134,0.291532245,0,0,0.627714426,0.001013668
86,甘孜藏族自治州,甘孜县,Sichuan,0.103424567,1.211893949,3.319892338,0,0,1.768293297,2.947408308,0.726116484,0,0,0.681885511,0.000831808
87,甘孜藏族自治州,新龙县,Sichuan,0.164999921,1.561599628,2.809168613,0,0,4.562670627,1.770001519,0.436053354,0,0,0.878651273,0.000869762
88,甘孜藏族自治州,德格县,Sichuan,0.110799947,1.491459984,5.587264704,0,0,12.47140574,2.697655352,0.664587941,0,0,0.839186428,0.000790692
89,甘孜藏族自治州,白玉县,Sichuan,0.071999966,1.293447828,4.085017158,0,0,7.970122033,3.73103221,0.9191682,0,0,0.727772702,0.001007342
90,甘孜藏族自治州,石渠县,Sichuan,0.185399911,2.15712491,6.104456396,0,0,6.54263749,1.446262662,0.356297821,0,0,1.213730148,0.000863436
91,甘孜藏族自治州,色达县,Sichuan,0.107801833,1.805764994,6.717413255,0,0,12.63210907,4.184044247,1.030771166,0,0,1.016033612,0.00093618
92,甘孜藏族自治州,理塘县,Sichuan,0.436999791,1.622310122,4.928368467,0,0,5.063705615,4.105206811,1.011348963,0,0,0.912810703,0.00071953
93,阿里地区,普兰县,Tibet,0,0.018917267,0.290997543,0,0,7.635892375,0.080257369,0.021345045,0,0,0.018469226,0
94,阿里地区,札达县,Tibet,0,0.012814923,0.28416203,0,0,5.742191066,0.121532587,0.032322497,0,0,0.012511411,0
95,阿里地区,噶尔县,Tibet,0,0.053802335,0.315410088,0,0,15.36341546,0.064779162,0.017228501,0,0,0.052528069,0
96,阿里地区,日土县,Tibet,0,0.002746055,0.121086226,0,0,32.32527772,0.041275218,0.010977452,0,0,0.002681017,0
97,阿里地区,革吉县,Tibet,0,0.000305117,0.146475273,0,0,42.89335277,0.081403903,0.021649974,0,0,0.000297891,0
98,阿里地区,改则县,Tibet,0,0.121538355,1.031185924,0,0,46.4669504,0.205229558,0.054582329,0,0,0.118659815,0
99,阿里地区,措勤县,Tibet,0,0.014849038,0.400365747,0,0,31.41915183,0.2252939,0.05991859,0,0,0.01449735,0
100,昌都市,江达县,Tibet,0,0.736034796,4.609557003,0,0,14.43315244,2.86778629,0.76270912,0,0,0.718602393,0
101,昌都市,贡觉县,Tibet,0,0.265986196,2.824805558,0,0,7.094433889,0.833471156,0.221667861,0,0,0.259686523,0
102,昌都市,类乌齐县,Tibet,0,0.642638183,5.324386793,0,0,1.180709227,1.415382111,0.376431413,0,0,0.627417805,0
103,昌都市,丁青县,Tibet,0,0.696285034,4.779470119,0,0,4.875514824,1.721051488,0.457726459,0,0,0.679794072,0
104,拉萨市,当雄县,Tibet,0,1.584629777,6.296379344,0,0,22.81466298,0.616591615,0.163987132,0,0,1.547099072,0
105,林芝市,巴宜区,Tibet,3.202840327,0.50225337,0.511003067,0,0,0.371930186,0.370428903,0.098518325,0,0,0.490357896,0
106,林芝市,工布江达县,Tibet,1.785672977,0.543808552,1.059784571,0,0,0.478195953,0.572585452,0.152283365,0,0,0.530928876,0
107,林芝市,米林县,Tibet,1.707760358,0.393389055,0.469247953,0,0,1.10516398,0.447960534,0.11913844,0,0,0.384071945,0
108,林芝市,墨脱县,Tibet,0,0.002257319,0.159729882,0,0,0,0.036755736,0.009775462,0,0,0.002203856,0
109,林芝市,波密县,Tibet,1.756192526,0.41729611,0.606443329,0,0,0.074386037,0.406610331,0.108141045,0,0,0.407412781,0
110,林芝市,察隅县,Tibet,1.945709706,0.1352339,0.400318875,0,0,1.647119393,0.302086206,0.080342076,0,0,0.132030992,0
111,林芝市,朗县,Tibet,0.400091823,0.439561479,0.972960444,0,0,1.402708128,0.325058541,0.08645174,0,0,0.429150812,0
112,那曲市,色尼区,Tibet,0,1.056333711,8.180010915,0,0,26.53051602,0.789980674,0.210101243,0,0,1.031315281,0
113,那曲市,嘉黎县,Tibet,0.155803546,0.797414354,5.265406501,0,0,0.28429179,0.30518593,0.081166471,0,0,0.778528225,0
114,那曲市,比如县,Tibet,0.0011541,0.83443205,7.702697296,0,0,1.43161223,0.345989177,0.092018398,0,0,0.814669186,0
115,那曲市,聂荣县,Tibet,0,0.66846597,7.747567377,0,0,6.041200547,0.408777736,0.108717483,0,0,0.652633881,0
116,那曲市,安多县,Tibet,0.0011541,1.208085814,6.911293108,0,0,51.19282884,0.530628528,0.141124609,0,0,1.179473255,0
117,那曲市,申扎县,Tibet,0,0.266179734,2.620022575,0,0,45.82174465,0.139178199,0.037015478,0,0,0.259875477,0
118,那曲市,索县,Tibet,0,0.434497767,3.791847018,0,0,0.538123746,0.205506765,0.054656055,0,0,0.424207031,0
119,那曲市,班戈县,Tibet,0,0.571524599,1.893647491,0,0,64.14841186,0.284877465,0.075765283,0,0,0.55798849,0
120,那曲市,巴青县,Tibet,0,0.293278324,3.970677053,0,0,0.639656529,0.354932355,0.094396903,0,0,0.286332258,0
121,那曲市,尼玛县,Tibet,0.0011541,0.079966405,1.774644231,0,0,86.82068215,0.156878238,0.041722936,0,0,0.078072464,0
122,那曲市,双湖县,Tibet,0.0011541,0.068615675,0.316041442,0,0,40.6232662,0.052354851,0.013924163,0,0,0.066990567,0
123,日喀则市,定日县,Tibet,0,0.07389804,1.118169898,0,0,22.83469567,0.157632147,0.041923443,0,0,0.072147824,0
124,日喀则市,仲巴县,Tibet,0,0.206464788,2.26905978,0,0,48.21109833,0.269035635,0.071552031,0,0,0.201574833,0
125,日喀则市,聂拉木县,Tibet,0,0.12295898,0.624524918,0,0,16.15508968,0.061006672,0.016225179,0,0,0.120046794,0
126,日喀则市,萨嘎县,Tibet,0,0.146262927,0.505025845,0,0,13.99972214,0.164831692,0.043838216,0,0,0.142798805,0
127,日喀则市,岗巴县,Tibet,0,0.017784591,0.091046913,0,0,15.05707225,0.023114329,0.006147428,0,0,0.017363377,0
128,喀什地区,塔什库尔干塔吉克自治县,Xinjiang,0,0.302913236,2.241220225,0,0,21.09262435,0.074849973,0.044497182,0,0,0.070632109,0.121308333
129,杭州市,江干区,Zhejiang,0,0,0,0,0,0,0,0,0,0,0,0.08373216
130,杭州市,滨江区,Zhejiang,0,0,0,0,0,0,0,0,0,0,0,0.120968579
131,杭州市,西湖风景名胜区,Zhejiang,0,0,0,0,0,0,0,0,0,0,0,0
132,昌都市,卡若区,Tibet,0.00272788,1.562298486,9.93925358,0,0.004698674,2.320704342,1.982104526,0.527155459,0,9.62E-06,1.525296679,0
133,鄂尔多斯,康巴什区,Inner Mongolia,0.001463501,0.001157813,0.004131499,0,0.022697314,0.121281192,0,0.000277544,0,0.000112559,0.006788598,0
134,阿拉善盟,阿拉善开发区,Inner Mongolia,0.005220234,0,0.02922231,0,0.055502039,0.976993144,0.000254334,0.003816291,0,0.000200121,0,0
135,黄南州,尖扎县,Qinghai,0.316864903,0.159552988,0.742493207,0,1.572633244,13.87741276,0.343223684,0.013970588,0.15,0.016616816,0.209292178,0
136,日喀则市,康马县,Tibet,0.001722218,0.348537093,0.897665656,0,0.034561038,15.2909093,0.068585141,0.018240729,0,1.73E-05,0.340282267,0
137,日喀则市,昂仁县,Tibet,0.001722218,0.27382137,3.094172428,0,0.034561038,45.38472015,0.413784385,0.110049039,0,1.73E-05,0.267336127,0
138,昌都市,察雅县,Tibet,0.020459102,0.587152011,3.86220478,0,0.035240054,10.9419174,1.293873788,0.344115369,0,7.22E-05,0.573245779,0
139,黄南州,同仁县,Qinghai,0.131383008,0.41063555,1.097187414,0,0.036880428,28.49405815,0.343223684,0.013970588,0.15,0,0.538647441,0
140,晋城市,晋城开发区,Shanxi,0.186575875,5.29E-05,0.003008543,0,1.194835247,0.047652751,0,0,0,0.013958927,0,0
141,昌都市,边坝县,Tibet,0.035462443,0.480675785,4.172827196,0,0.06108276,2.045884091,1.288178085,0.342600555,0,0.000125073,0.469291358,0
142,九江市,浔阳区,Jiangxi,0.26865951,0,0,0,0.152014413,0,0,0,0,0,0,0.0855
143,甘孜藏族自治州,雅江县,Sichuan,0.913749563,0.680056787,1.819338869,0,0.132369127,3.702538034,0.869233272,0.214142237,0,9.64E-05,0.38264146,0.000645205
144,合肥,瑶海区,Anhui,0.027191895,0,0,0,0.069841627,0,0,0,0,9.52E-05,0,0.0008
145,甘南州,迭部县,Gansu,4.940781946,0.57722905,1.502745683,0,2.934581599,2.590718035,0.2151161,0.945426222,0.00106722,0.012722533,0.562240894,0
146,甘南州,合作市,Gansu,1.924415069,0.58691004,1.695151144,0,0.085608077,17.21161981,0.243272981,1.069174531,0.001081757,0,0.57167051,0
147,黄南州,泽库县,Qinghai,0,0.945827485,3.5493067,0,0.075929385,45.52161,0.343223684,0.013970588,0.15,0,1.240680588,0
148,日喀则市,仁布县,Tibet,0.005166654,0.211064251,0.487954548,0,0.103683115,11.58001708,0.147022291,0.039101673,0,5.19E-05,0.206065361,0
149,甘南州,临潭县,Gansu,4.48073852,0.568556496,1.044661943,0,1.686332947,12.85082236,0.077418651,0.340251716,0.001362212,0.007046326,0.553793529,0.000432684
150,杭州市,经济技术开发区,Zhejiang,0.004844717,0.103043559,0.079405279,0,0.17587585,0.04060474,0,0,0,0,0.435450301,0
151,甘南州,舟曲县,Gansu,6.669245801,0.024404163,0.460492995,0,17.93586947,1.134681173,0.113867025,0.500440791,0.001410609,0.079564763,0.023770492,0
152,黄南州,河南蒙古族自治县,Qinghai,0,1.287572913,6.845598199,0,0.098778761,33.44187662,0.343223684,0.013970588,0.15,0,1.68896204,0
153,阿拉善盟,额济纳旗,Inner Mongolia,0.52975709,0,0.010259871,0,0.285858995,8.601419835,0.029078889,0.019806868,0,0.000900545,0.000725174,0
154,忻州市,五台山风景名胜区,Shanxi,0.02776803,0,0.183832784,0,0.436732229,0.632148209,0.024751076,0.000183802,0,0.000960433,0,0
155,日喀则市,拉孜县,Tibet,0.008611091,0.105992072,1.015742121,0,0.172805192,21.66551045,0.185293557,0.049280201,0,8.65E-05,0.103481733,0
156,甘南州,卓尼县,Gansu,2.667482275,0.766915955,2.805060973,0,7.249759809,31.58091984,0.375660072,1.651010234,0.002126639,0.031610601,0.747002445,0.002855712
157,甘南州,碌曲县,Gansu,0.53687729,2.43466823,2.704633971,0,0.21603225,37.74009426,0.467136074,2.053043418,0.002175746,0.000195731,2.371450366,0
158,日喀则市,吉隆县,Tibet,0.010333309,0.120403723,0.368455475,0,0.207366231,8.855307179,0.113677029,0.030233252,0,0.000103744,0.117552056,0
159,海西州,茫崖市,Qinghai,0,0.002056675,0.005952908,0,0.278968974,4.397211582,0.262164474,0.015257353,0.15,0,0.002697824,0
160,甘南州,夏河县,Gansu,1.272009288,0.87481866,3.715085093,0,0.284229704,55.08271519,0.325385016,1.430053474,0.003037499,0.000195731,0.852103381,0
161,日喀则市,亚东县,Tibet,0.013777745,0.067765423,1.015742121,0,0.276488308,5.439252975,0.088668083,0.023581937,0,0.000138325,0.066160452,0
162,锡林郭勒盟,二连浩特市,Inner Mongolia,0.028588465,0.039317974,0.371994385,0,4.669300494,4.373281512,0.160544964,0,0,0.006871166,0.201159242,0
163,山南市,措美县,Tibet,0.002046688,0.411349907,1.061646732,0,0.304782007,11.57742836,0.054669742,0.014539825,0,0.000624069,0.401607409,0
164,大连市,大连高新园区,Liaoning,0.14068238,0.014299693,0.011515493,0,0.935873331,0.101477164,5.85E-06,1.80E-05,0,0.012683101,0.031054749,0
165,大同市,大同开发区,Shanxi,0.062383198,0.010945414,0.003504241,0,0.777045469,0.072677938,0,0,0,0.005875226,0.01371705,0
166,哈密市,伊吾县,Xinjiang,4.118190591,1.018648941,0.978944173,0,0.629917328,13.47836631,0.194609929,0.049702735,0,0.002591714,1.146084231,0.046866667
167,临沂,兰山区,Shandong,27.1542323,0.329774227,2.49983326,0,187.0684921,2.53,0,0,0.011150829,0.986832404,1.0716,0.4151
168,上饶市,三管委,Jiangxi,0.131844984,0,0.000862392,0,0.845880573,0.093351412,0,0,0.016860263,7.45E-05,0,0
169,西宁市,西宁城东区,Qinghai,0.099399472,0.021891966,0.005853332,0,0.353032962,0.306088553,0,0,0.15,0.001019174,0.033237675,0
170,昌都市,八宿县,Tibet,0.20595496,0.290408287,2.281880054,0,0.354749873,4.173196405,0.93504452,0.248682053,0,0.000726383,0.283530196,0
171,甘南州,玛曲县,Gansu,0,4.438129015,8.456454415,0,0.330114396,49.49803199,1.116697083,4.907836762,0.004171376,0,4.322889889,0.001038441
172,海西州,大柴旦,Qinghai,0,0.000190433,0.008929361,0,0.458821305,7.247049974,0.262164474,0.015257353,0.15,0,0.000249799,0
173,阿坝藏族羌族自治州,壤塘县,Sichuan,0.029999986,1.683697357,4.169582883,0,0.599930916,6.755228197,0.509753782,0.125581726,0,0.000966098,1.001542049,0.000932129
174,山南市,错那县,Tibet,0.003070033,0.235757533,0.74527758,0,0.457173011,4.944421371,0.045068246,0.011986236,0,0.000936103,0.230173802,0
175,锡林郭勒盟,苏尼特左旗,Inner Mongolia,0.011530681,0.668463954,3.103847811,0,0.375626683,58.82874423,1.813662943,0,0,0.000294479,2.237104868,0.018
176,上海,宝山区,Shanghai,0,0.112514085,0.01728327,0,0.406613419,0,0,0,0.5529,0,0.630078873,0
177,拉萨市,尼木县,Tibet,0.050265352,0.520519881,1.493596654,0,0.561722547,6.767148341,0.097585349,0.02595355,0,0.001150178,0.508191779,0
178,包头,白云鄂博矿区,Inner Mongolia,0.114669546,0.006717097,0.016630237,0,0.608873875,0.346770074,0.003379698,0.001307263,0,0.004214202,0.045502343,0.1019
179,杭州市,西湖区,Zhejiang,0,0,0,0,0.442194353,0,0,0,0,0.0046585,0,0.959783621
180,阿拉善盟,阿拉善右旗,Inner Mongolia,0.045435371,0,0.049284022,0,0.815185472,16.7558941,0.028824555,0.029268747,0,0.000700424,0.001903583,0
181,甘孜藏族自治州,巴塘县,Sichuan,1.206200256,0.703877799,1.738848794,0,1.108899404,2.4270895,1.162245744,0.28632809,0,0.006652446,0.396044615,0.001186039
182,山南市,浪卡子县,Tibet,0.004434492,0.750787638,0.865686735,0,0.660361016,21.83027759,0.137556124,0.036584076,0,0.001352149,0.733005825,0
183,北京,丰台区,Beijing,0.1178,0.000808094,0.0023,0,3.163144,0.1414,0.048333,0,0,0.03419,0.0036,0.0004
184,张家口,张家口桥西区,Hebei,0.76,0.00693185,0,0,2.825361166,0.320002606,0.0004055,0.004581062,0,0.029998989,0.12,0
185,深圳市,坪山区,Guangdong,2.458798543,0,0,0,0.735829376,0,0,0,0,0,0,0.8717
186,伊春市,乌伊岭区,Heilongjiang,0.204453615,0.000219456,0.034215919,0,3.178642549,0.687751067,0,0,0.006884702,0.022637814,0.002045648,0
187,吉林市,吉林市高新区,Jilin,1.915439543,0.003912664,0.036328932,0,5.937797238,0.157844158,0,0,0,0.017887104,0.016518695,0
188,肇庆市,端州区,Guangdong,0.25309985,0,0,0,0.737444825,0,0,0,0,0,0,0.018
189,锡林郭勒盟,正蓝旗,Inner Mongolia,0.094056051,1.687354219,10.7460451,0,0.732395352,18.99944053,0.58108381,0.07479699,0.06,9.82E-05,26.78852348,0.165
190,昌都市,洛隆县,Tibet,0.563307275,0.548015356,2.177675526,0,0.970276142,3.68462707,0.856253967,0.227727119,0,0.001986729,0.535036045,0
191,荆门市,沙洋监狱局,Hubei,4.502595732,0,0,0,1.015529118,0,0,0,0,0.00045861,0,0.571680057
192,甘孜藏族自治州,乡城县,Sichuan,1.39983933,0.691471022,1.397692017,0,1.786647252,0.303992503,1.043484221,0.257070285,0,0.002410306,0.389063805,0.000521857
193,石家庄,石家庄裕华区,Hebei,0.11,0.010396907,0,0,1.110137227,0.080000651,0,0,0,0.009999468,0.02,0
194,日喀则市,南木林县,Tibet,0.053388762,0.339644797,1.513654926,0,1.071392192,24.7358925,0.468349359,0.124561,0,0.00053601,0.331600578,0
195,宁波市,宁波江北区,Zhejiang,0.993166978,0.314832364,0.033245809,0,3.303138734,0,0,0,0,0.002096401,1.493743448,0
196,塔城地区,和布克赛尔蒙古自治县,Xinjiang,0.267975005,1.095088033,2.660598726,0,1.620282055,51.98656753,1.048849663,0.032944411,0,0.00605338,0.706064476,0.072714286
197,包头,稀土高新区,Inner Mongolia,0.374184833,0.106410419,0.263451672,0,1.300658236,1.354850189,0.007219609,0.002792536,0,0.009002252,0.720835678,0
198,日喀则市,定结县,Tibet,0.060277635,0.028414461,0.338580707,0,1.209636346,20.03881797,0.067069447,0.017837619,0,0.000605173,0.027741487,0
199,日喀则市,谢通门县,Tibet,0.060277635,0.429692064,2.530819655,0,1.209636346,18.25962307,0.28722396,0.076389351,0,0.000605173,0.419515147,0
200,锡林郭勒盟,东乌珠穆沁旗,Inner Mongolia,0.035259107,0.779605356,2.953486225,0,1.118289627,157.3069972,2.59095905,0.002301446,0,0.003435583,1.935589019,0.0675
201,兰州市,兰州城关区,Gansu,0.264088345,0.00482334,0.059587774,0,2.510427923,0.085700597,0.000850865,0.003739514,0.014510425,0.006080221,0.104805455,0
202,甘孜藏族自治州,丹巴县,Sichuan,3.437693779,0.369060251,1.129351339,0,2.204360318,4.620956398,0.335463399,0.082643963,0,0.003278017,0.207655825,0.00076539
203,临沂,罗庄区,Shandong,20.26978369,0.60341667,0.949936639,0,56.19091057,0.75,0,0,3.858186722,0.463739286,2.3442,0.3042
204,阿勒泰地区,吉木乃县,Xinjiang,0.023086579,0.973795349,0.519343193,0,2.017452237,19.75311766,0.830834697,0.002429081,0,0.009575346,0.577003696,0.229042857
205,日喀则市,萨迦县,Tibet,0.068888726,0.692270302,0.789547447,0,1.382441539,25.31540169,0.120876574,0.032148025,0,0.000691626,0.675874426,0
206,甘孜藏族自治州,康定市,Sichuan,1.357531619,0.897092668,3.168023332,0,2.577726367,1.431937481,1.808510574,0.445540353,0,0.000964123,0.504759095,0.000931436
207,朔州市,朔州开发区,Shanxi,0.197873516,0.107294924,0.00483591,0,2.787094348,0.181470068,0,0,0,0.05471276,0.849207688,0
208,兰州市,安宁区,Gansu,0.130295809,0.001649971,0,0,2.24615962,0.196348764,0.000309898,0.001361987,0.017278476,0.003922723,0.035851913,0
